id	date	link	fragment	page	annotator	notes	transcription	translation	c1	c2
https://augusti.freizo.org/iiif/anno/7467d6fd-9e12-5f5f-be21-1252d220b6e1/a9	2021-10-27T15:13:09.040Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107r.jp2/1411,561,166,387/pct:50/0/default.jpg	0107r	Jakob Weber	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/7467d6fd-9e12-5f5f-be21-1252d220b6e1/a10	2021-10-27T15:13:30.087Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107r.jp2/1472,594,258,427/pct:50/0/default.jpg	0107r	Jakob Weber	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/7467d6fd-9e12-5f5f-be21-1252d220b6e1/a11	2021-10-27T15:13:39.966Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107r.jp2/1668,571,150,244/pct:50/0/default.jpg	0107r	Jakob Weber	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/7467d6fd-9e12-5f5f-be21-1252d220b6e1/a12	2021-10-27T15:13:49.929Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107r.jp2/1709,625,255,435/pct:50/0/default.jpg	0107r	Jakob Weber	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/7467d6fd-9e12-5f5f-be21-1252d220b6e1/a13	2021-10-27T15:14:06.191Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107r.jp2/2414,654,314,433/pct:50/0/default.jpg	0107r	Jakob Weber	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/7467d6fd-9e12-5f5f-be21-1252d220b6e1/a14	2021-10-27T15:19:41.400Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107r.jp2/2816,495,474,567/pct:50/0/default.jpg	0107r	Jakob Weber	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/7467d6fd-9e12-5f5f-be21-1252d220b6e1/a15	2021-10-27T15:14:52.196Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107r.jp2/2648,4515,368,470/pct:50/0/default.jpg	0107r	Jakob Weber	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/7467d6fd-9e12-5f5f-be21-1252d220b6e1/a17	2021-10-27T15:15:47.596Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107r.jp2/428,3735,229,325/pct:50/0/default.jpg	0107r	Jakob Weber	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/7467d6fd-9e12-5f5f-be21-1252d220b6e1/a16	2021-10-27T15:15:36.701Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107r.jp2/1455,3827,307,258/pct:50/0/default.jpg	0107r	Jakob Weber	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/7467d6fd-9e12-5f5f-be21-1252d220b6e1/a18	2021-10-27T15:16:33.146Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107r.jp2/643,3710,190,280/pct:50/0/default.jpg	0107r	Jakob Weber	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/7467d6fd-9e12-5f5f-be21-1252d220b6e1/a19	2021-10-27T15:16:54.556Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107r.jp2/835,4007,348,262/pct:50/0/default.jpg	0107r	Jakob Weber	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/7467d6fd-9e12-5f5f-be21-1252d220b6e1/a20	2021-10-27T15:17:06.370Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107r.jp2/1044,3743,139,200/pct:50/0/default.jpg	0107r	Jakob Weber	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/7467d6fd-9e12-5f5f-be21-1252d220b6e1/a21	2021-10-27T15:17:17.373Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107r.jp2/1134,3822,159,253/pct:50/0/default.jpg	0107r	Jakob Weber	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/7467d6fd-9e12-5f5f-be21-1252d220b6e1/a22	2021-10-27T15:17:32.316Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107r.jp2/1244,3749,124,212/pct:50/0/default.jpg	0107r	Jakob Weber	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/7467d6fd-9e12-5f5f-be21-1252d220b6e1/a23	2021-10-27T15:17:49.449Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107r.jp2/1313,3784,178,214/pct:50/0/default.jpg	0107r	Jakob Weber	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/7467d6fd-9e12-5f5f-be21-1252d220b6e1/a24	2021-10-27T15:18:36.967Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107r.jp2/1601,3934,215,228/pct:50/0/default.jpg	0107r	Jakob Weber	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/7467d6fd-9e12-5f5f-be21-1252d220b6e1/a25	2021-10-27T15:19:06.042Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107r.jp2/2468,5356,430,516/pct:50/0/default.jpg	0107r	Jakob Weber	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/7467d6fd-9e12-5f5f-be21-1252d220b6e1/a26	2021-10-27T15:20:07.722Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107r.jp2/554,5447,249,415/pct:50/0/default.jpg	0107r	Jakob Weber	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/7467d6fd-9e12-5f5f-be21-1252d220b6e1/a27	2021-10-27T15:20:22.370Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107r.jp2/733,5424,177,355/pct:50/0/default.jpg	0107r	Jakob Weber	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/7467d6fd-9e12-5f5f-be21-1252d220b6e1/a28	2021-10-27T15:20:41.635Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107r.jp2/842,5488,224,407/pct:50/0/default.jpg	0107r	Jakob Weber	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/7467d6fd-9e12-5f5f-be21-1252d220b6e1/a29	2021-10-27T15:20:53.005Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107r.jp2/944,5436,143,192/pct:50/0/default.jpg	0107r	Jakob Weber	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/7467d6fd-9e12-5f5f-be21-1252d220b6e1/a30	2021-10-27T15:21:02.885Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107r.jp2/1021,5488,232,358/pct:50/0/default.jpg	0107r	Jakob Weber	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/7467d6fd-9e12-5f5f-be21-1252d220b6e1/a31	2021-10-27T15:21:25.896Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107r.jp2/1156,5421,214,342/pct:50/0/default.jpg	0107r	Jakob Weber	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/7467d6fd-9e12-5f5f-be21-1252d220b6e1/a32	2021-10-27T15:21:41.766Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107r.jp2/1290,5503,231,387/pct:50/0/default.jpg	0107r	Jakob Weber	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/7467d6fd-9e12-5f5f-be21-1252d220b6e1/a33	2021-10-27T15:22:09.224Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107r.jp2/3377,5388,234,384/pct:50/0/default.jpg	0107r	Jakob Weber	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/7467d6fd-9e12-5f5f-be21-1252d220b6e1/a34	2021-10-27T15:22:24.088Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107r.jp2/3564,5398,251,424/pct:50/0/default.jpg	0107r	Jakob Weber	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/7467d6fd-9e12-5f5f-be21-1252d220b6e1/a35	2021-10-27T15:22:38.738Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107r.jp2/3790,5336,262,426/pct:50/0/default.jpg	0107r	Jakob Weber	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/7467d6fd-9e12-5f5f-be21-1252d220b6e1/a36	2021-10-27T15:22:59.039Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107r.jp2/4042,5347,245,407/pct:50/0/default.jpg	0107r	Jakob Weber	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/7467d6fd-9e12-5f5f-be21-1252d220b6e1/a37	2021-10-27T15:23:12.362Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107r.jp2/4280,5356,237,360/pct:50/0/default.jpg	0107r	Jakob Weber	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/7467d6fd-9e12-5f5f-be21-1252d220b6e1/a38	2021-10-27T15:23:23.880Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107r.jp2/3705,5360,153,202/pct:50/0/default.jpg	0107r	Jakob Weber	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/7467d6fd-9e12-5f5f-be21-1252d220b6e1/a39	2021-10-27T15:23:32.814Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107r.jp2/3956,5349,147,206/pct:50/0/default.jpg	0107r	Jakob Weber	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/7467d6fd-9e12-5f5f-be21-1252d220b6e1/a40	2021-10-27T15:23:45.888Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107r.jp2/4206,5347,134,207/pct:50/0/default.jpg	0107r	Jakob Weber	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/7467d6fd-9e12-5f5f-be21-1252d220b6e1/a41	2021-11-08T09:44:27.418Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107r.jp2/163,380,4521,2088/pct:50/0/default.jpg	0107r	Jakob Weber				Szene	
https://augusti.freizo.org/iiif/anno/7467d6fd-9e12-5f5f-be21-1252d220b6e1/a42	2021-11-08T09:44:53.966Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107r.jp2/167,2564,4349,2708/pct:50/0/default.jpg	0107r	Jakob Weber				Szene	
https://augusti.freizo.org/iiif/anno/7467d6fd-9e12-5f5f-be21-1252d220b6e1/a43	2021-11-08T09:45:06.123Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107r.jp2/167,5291,4298,1706/pct:50/0/default.jpg	0107r	Jakob Weber				Szene	
https://augusti.freizo.org/iiif/anno/9ee134d4-197c-541f-a572-6ec415ae3847/a8	2021-10-24T20:45:00.961Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107v.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107v.jp2/3915,5272,551,240/pct:50/0/default.jpg	0107v	Jakob Weber		sanctissime		Textannotation	Abkürzungsauflösung
https://augusti.freizo.org/iiif/anno/9ee134d4-197c-541f-a572-6ec415ae3847/a9	2021-10-24T20:44:53.475Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107v.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107v.jp2/1437,5446,430,367/pct:50/0/default.jpg	0107v	Jakob Weber		[??*]		Textannotation	Nicht lesbar
https://augusti.freizo.org/iiif/anno/9ee134d4-197c-541f-a572-6ec415ae3847/a0	2021-08-08T18:35:37.087Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107v.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107v.jp2/1837,612,1291,262/pct:50/0/default.jpg	0107v	Jakob Weber		Castrorum inclinatur proceritas		Überschrift	
https://augusti.freizo.org/iiif/anno/9ee134d4-197c-541f-a572-6ec415ae3847/a1	2021-08-08T18:36:27.195Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107v.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107v.jp2/1806,890,2162,747/pct:50/0/default.jpg	0107v	Jakob Weber		Castra moyens Cesar Montis volat arva Casini, In quo Rofridus, cura fidelis, erat. Cum grege, cum populo fecit, quid debuit abbas: Sola refrenavit Cesaris arma fides.	Der Kaiser begibt sich auf den Marsch und eilt ins Gebiet von Monte Cassino, wo Riffredus, die treue Fürsorge, war. Mit dem Konvent und mit dem Volk tat er, was er als Abt zu tun hatte: Allein sein Treuewort hielt die Waffen des Kaisers zurück.	Text	
https://augusti.freizo.org/iiif/anno/9ee134d4-197c-541f-a572-6ec415ae3847/a2	2021-08-08T18:37:00.363Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107v.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107v.jp2/1853,1889,2073,317/pct:50/0/default.jpg	0107v	Jakob Weber		Quando capta est per vim Rocca de Archis	Wie Rocca d'Arce gewaltsam eingenommen wurde.	Überschrift	
https://augusti.freizo.org/iiif/anno/9ee134d4-197c-541f-a572-6ec415ae3847/a3	2021-08-08T18:37:42.494Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107v.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107v.jp2/1828,2257,2216,1066/pct:50/0/default.jpg	0107v	Jakob Weber		Subditur inperio nota vi gloria castri, Quo dux a riser o rege Burellus erat. Exemplum cuius quam plurima castra sequuntur, Archis enim `princeps' nomen et esse gent. Quam castigato natura creavit acervo, listes non recipit, saxa nec arma timet.	Der Ruhm der Burg wird mit der bekannten Gewalt dem Reich unterworfen, wo Burellus als Burgherr von dem elenden König eingesetzt war. Dessen Beispiel folgen viele Burgen, Denn es trägt den Namen »Anfang« und macht ihn auch. Die Natur hat es geschaffen durch eine eng umschlossene Anhebung, daher nimmt es keine Feinde auf, noch fürchtet es Wurfsteine oder Waffen.	Text	
https://augusti.freizo.org/iiif/anno/9ee134d4-197c-541f-a572-6ec415ae3847/a4	2021-10-15T09:03:36.524Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107v.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107v.jp2/3593,2917,370,146/pct:50/0/default.jpg	0107v	Jakob Weber		natura		Textannotation	Abkürzungsauflösung
https://augusti.freizo.org/iiif/anno/9ee134d4-197c-541f-a572-6ec415ae3847/a5	2021-08-08T18:38:45.989Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107v.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107v.jp2/1887,3638,2175,388/pct:50/0/default.jpg	0107v	Jakob Weber		Quando Capuanus antistes gaudens Augustum recepit	Wie der Erzbischof von Capua den Kaiser freudig aufnahm.	Überschrift	
https://augusti.freizo.org/iiif/anno/9ee134d4-197c-541f-a572-6ec415ae3847/a6	2021-08-08T18:41:25.244Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107v.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107v.jp2/1900,4044,2171,703/pct:50/0/default.jpg	0107v	Jakob Weber		I, Capuane pater, nec te consulta morentur; Armos quadrupedis calcar utrumque cavet. Quem tua spectabant suspiria, vota petebant, Ecce vent dominus, quem tua vota petunt.	Mach Dich auf, Vater Capuas, Dich sollen keine Überlegungen aufhalten: Beide Sporen sollen die Flanken des Pferdes eindrücken. Wen Deine Seufzer ersehnten, Deine Gebete erflehten, siehe, der Herr ist da, den Deine Gebete erflehen.	Text	
https://augusti.freizo.org/iiif/anno/9ee134d4-197c-541f-a572-6ec415ae3847/a7	2021-08-08T18:42:04.384Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0107v.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0107v.jp2/1892,4961,2069,756/pct:50/0/default.jpg	0107v	Jakob Weber		Assigna populos aquilin victricibus, orna Menia, quid doleas, ne furor ensis agat. Postpositura fidem tua gens, sanctissime presul, Suscipit ancipiti corde salutis opem.	Füge Deine Truppen den siegreichen Adlern zu, schmücke die Mauern, damit das Rasen des Schwerts Dir kein Leid zufügt. Wenn Dein Volk, heiligster Bischof, sein Treuewort hintanstellt, erhält es ängstlichen Herzens das Heil der Rettung.	Text	
https://augusti.freizo.org/iiif/anno/7b860134-9d94-5898-b4b3-eeeb365e5f79/a0	2021-08-17T17:34:48.218Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0108r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0108r.jp2/798,313,2335,240/pct:50/0/default.jpg	0108r	Jakob Weber		quando serenissimus imperator ad Montero Casinum venit		Bildannotation	
https://augusti.freizo.org/iiif/anno/7b860134-9d94-5898-b4b3-eeeb365e5f79/a1	2021-08-17T17:35:23.257Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0108r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0108r.jp2/1864,1156,1185,416/pct:50/0/default.jpg	0108r	Jakob Weber		Rofridus fidelissimus abbas		Bildannotation	
https://augusti.freizo.org/iiif/anno/7b860134-9d94-5898-b4b3-eeeb365e5f79/a2	2021-08-17T17:35:46.517Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0108r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0108r.jp2/3238,1826,817,384/pct:50/0/default.jpg	0108r	Jakob Weber		Mons Casinus		Bildannotation	
https://augusti.freizo.org/iiif/anno/7b860134-9d94-5898-b4b3-eeeb365e5f79/a3	2021-08-17T17:36:59.934Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0108r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0108r.jp2/3308,3347,388,198/pct:50/0/default.jpg	0108r	Jakob Weber		Rocca Archis		Bildannotation	
https://augusti.freizo.org/iiif/anno/7b860134-9d94-5898-b4b3-eeeb365e5f79/a4	2021-08-17T17:37:36.458Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0108r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0108r.jp2/868,3386,607,249/pct:50/0/default.jpg	0108r	Jakob Weber		imperator		Bildannotation	
https://augusti.freizo.org/iiif/anno/7b860134-9d94-5898-b4b3-eeeb365e5f79/a5	2021-08-17T17:38:15.018Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0108r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0108r.jp2/1920,3831,1259,384/pct:50/0/default.jpg	0108r	Jakob Weber		Matheus Burrellus claves castri adsignat		Bildannotation	
https://augusti.freizo.org/iiif/anno/7b860134-9d94-5898-b4b3-eeeb365e5f79/a6	2021-08-17T17:39:14.373Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0108r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0108r.jp2/1306,5553,2432,444/pct:50/0/default.jpg	0108r	Jakob Weber		quando Capuanus ypocraticus domino imperatori obviam [auf Rasur, verwischt] processit		Bildannotation	
https://augusti.freizo.org/iiif/anno/7b860134-9d94-5898-b4b3-eeeb365e5f79/a7	2021-08-17T17:39:27.478Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0108r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0108r.jp2/589,5507,533,193/pct:50/0/default.jpg	0108r	Jakob Weber		imperator		Bildannotation	
https://augusti.freizo.org/iiif/anno/7b860134-9d94-5898-b4b3-eeeb365e5f79/a8	2021-08-17T17:39:38.327Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0108r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0108r.jp2/3729,5649,454,273/pct:50/0/default.jpg	0108r	Jakob Weber		capua		Bildannotation	
https://augusti.freizo.org/iiif/anno/7b860134-9d94-5898-b4b3-eeeb365e5f79/a9	2021-10-26T13:49:35.326Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0108r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0108r.jp2/583,1384,311,438/pct:50/0/default.jpg	0108r	Matteo Pfenninger	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/7b860134-9d94-5898-b4b3-eeeb365e5f79/a10	2021-10-26T13:49:42.917Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0108r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0108r.jp2/772,1293,375,515/pct:50/0/default.jpg	0108r	Matteo Pfenninger	Kopf			Prototyp	
