id	date	link	fragment	page	annotator	notes	transcription	translation	c1	c2
https://augusti.freizo.org/iiif/anno/47dac372-93bb-578e-a06a-acce49c16ffe/a7	2021-10-21T11:36:29.946Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0095r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0095r.jp2/1718,3571,1452,686/pct:50/0/default.jpg	0095r	Lucas Burkart	unklares Zeichen			Review	
https://augusti.freizo.org/iiif/anno/47dac372-93bb-578e-a06a-acce49c16ffe/a0	2021-08-08T17:03:02.443Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0095r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0095r.jp2/1683,1046,1395,296/pct:50/0/default.jpg	0095r	Jakob Weber	Aeneis, v. 1; Georgica II, v. 490	Arma virumque capo Troie qui primus ab horis / Felix qui potuit rerum cognoscere causas	Waffentat künde ich und den Mann, der als erster von Troja / Selig, wer es vermochte, das Wesen der Welt zu ergründen	Text	
https://augusti.freizo.org/iiif/anno/47dac372-93bb-578e-a06a-acce49c16ffe/a2	2021-08-08T17:03:22.770Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0095r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0095r.jp2/293,847,482,199/pct:50/0/default.jpg	0095r	Jakob Weber		vergilius	Vergil	Bildannotation	
https://augusti.freizo.org/iiif/anno/47dac372-93bb-578e-a06a-acce49c16ffe/a3	2021-07-28T17:50:02.784Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0095r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0095r.jp2/410,2717,463,223/pct:50/0/default.jpg	0095r	Jakob Weber		lucanus	Lucan	Bildannotation	
https://augusti.freizo.org/iiif/anno/47dac372-93bb-578e-a06a-acce49c16ffe/a1	2021-09-16T07:48:52.336Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0095r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0095r.jp2/1644,2749,1558,440/pct:50/0/default.jpg	0095r	Jakob Weber	Bellum civile, v. 1; Disticha Catonis II, Prol.5	Bella per Emathios plus quam civilia canpos / Lucanum queras, qui Martis prelia dicet	Dem Bürgerkrieg im Gefilde von Emathia, der mehr war als nur Bürgerkrieg / Lucan befrage, der Kämpfe des Mars erzählt	Text	
https://augusti.freizo.org/iiif/anno/47dac372-93bb-578e-a06a-acce49c16ffe/a5	2021-07-28T17:50:07.576Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0095r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0095r.jp2/407,4774,417,135/pct:50/0/default.jpg	0095r	Jakob Weber		ovidius	Ovid	Bildannotation	
https://augusti.freizo.org/iiif/anno/47dac372-93bb-578e-a06a-acce49c16ffe/a4	2021-08-08T17:05:38.317Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0095r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0095r.jp2/1640,4710,1543,448/pct:50/0/default.jpg	0095r	Jakob Weber	Metamorphosen, v. 1; Ars amatoria III, v. 653	In nova fert animus mutatas dicere formas [corpora] / Munera, crede mihi, capiunt hominesque deosque	Von den Gestalten zu künden, die einst sich gewandelt in neue [Körper], so treibt mich der Geist / Glaube mir nur, Geschenke erobern Menschen und Götter	Text	
https://augusti.freizo.org/iiif/anno/47dac372-93bb-578e-a06a-acce49c16ffe/a6	2021-08-08T17:07:08.696Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0095r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0095r.jp2/1567,6230,1942,512/pct:50/0/default.jpg	0095r	Jakob Weber	Besitzeintrag, 14. Jhd., Cölestiner Kloster in Sens, Burgund	Celestinorum Sеnonensium		Textannotation	
https://augusti.freizo.org/iiif/anno/47dac372-93bb-578e-a06a-acce49c16ffe/a8	2021-10-31T15:00:38.082Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0095r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0095r.jp2/858,838,344,291/pct:50/0/default.jpg	0095r	Lucas Burkart	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/47dac372-93bb-578e-a06a-acce49c16ffe/a9	2021-10-31T15:01:17.111Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0095r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0095r.jp2/868,2733,342,452/pct:50/0/default.jpg	0095r	Lucas Burkart	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/47dac372-93bb-578e-a06a-acce49c16ffe/a10	2021-10-31T15:01:45.128Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0095r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0095r.jp2/890,4741,441,422/pct:50/0/default.jpg	0095r	Lucas Burkart	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/47dac372-93bb-578e-a06a-acce49c16ffe/a11	2021-11-05T18:13:47.847Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0095r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0095r.jp2/162,514,3437,6226/pct:50/0/default.jpg	0095r	Jakob Weber				Szene	
https://augusti.freizo.org/iiif/anno/e2f176da-3421-5c21-9f62-dc6d04fe3ee8/a0	2021-08-08T17:08:16.261Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0095v.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0095v.jp2/1772,320,2454,425/pct:50/0/default.jpg	0095v	Jakob Weber		Incipit prima primi regis Siciliae particula	Es beginnt der erste Abschnitt über den ersten König von Sizilien	Überschrift	
https://augusti.freizo.org/iiif/anno/e2f176da-3421-5c21-9f62-dc6d04fe3ee8/a1	2021-10-22T07:30:37.979Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0095v.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0095v.jp2/566,3811,789,900/pct:50/0/default.jpg	0095v	Lucas Burkart		dux ungitur in regem a papa calixto		Textannotation	Ergänzung
https://augusti.freizo.org/iiif/anno/e2f176da-3421-5c21-9f62-dc6d04fe3ee8/a3	2021-10-21T11:04:43.942Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0095v.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0095v.jp2/3288,5633,799,271/pct:50/0/default.jpg	0095v	Lucas Burkart		et tertius alter		Textannotation	Abkürzungsauflösung
https://augusti.freizo.org/iiif/anno/e2f176da-3421-5c21-9f62-dc6d04fe3ee8/a4	2021-10-07T14:35:35.594Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0095v.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0095v.jp2/3191,5288,792,255/pct:50/0/default.jpg	0095v	Lucas Burkart		alter		Textannotation	Abkürzungsauflösung
https://augusti.freizo.org/iiif/anno/e2f176da-3421-5c21-9f62-dc6d04fe3ee8/a5	2021-10-07T14:35:03.843Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0095v.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0095v.jp2/3200,4665,462,250/pct:50/0/default.jpg	0095v	Lucas Burkart		uterque		Textannotation	Abkürzungsauflösung
https://augusti.freizo.org/iiif/anno/e2f176da-3421-5c21-9f62-dc6d04fe3ee8/a6	2021-10-21T11:06:08.901Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0095v.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0095v.jp2/3381,5979,552,187/pct:50/0/default.jpg	0095v	Lucas Burkart		traducere		Textannotation	Abkürzungsauflösung
https://augusti.freizo.org/iiif/anno/e2f176da-3421-5c21-9f62-dc6d04fe3ee8/a7	2021-10-07T14:41:43.309Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0095v.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0095v.jp2/3394,6196,440,155/pct:50/0/default.jpg	0095v	Lucas Burkart		paritas		Text	Abkürzungsauflösung
https://augusti.freizo.org/iiif/anno/e2f176da-3421-5c21-9f62-dc6d04fe3ee8/a2	2021-08-08T17:10:02.481Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0095v.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0095v.jp2/1604,794,2157,5570/pct:50/0/default.jpg	0095v	Jakob Weber		Dux ubi Roggerius, Guiscardi clara propago, lam fastidiret nef habere ducis, Altius aspirat. Qui, delegante Calisto, Ungitur in regem. Rex nova regna facit. Quem fera barbaries timuit, quem Nilus et omnis Circulus oceani. Rex ut regna suis subduxit plurima regnis, Disposuit nomen perpetuare suum, Inclita cui peperit plures Albidia natos: Occubuit tandem mater et orba suis. Successit viduo post hanc Sibilia lecto: Infelix sterilem clausit aborsa diem. Sic erat in fads, ut tercia nuberet uxor, Per quam Romani cresceret orbis honor. A magnis veniens natalibus orta Beatrix, Concipit a sole, lux paritura, diem. Virtutem virtus, docilem prôba, casts pudicam, Formosam peperit pulchra, beata piam. Nascitur in lucem de ventre beata beato, De Constantini nomine ionien habens. Traditur Augusto coniux Constantia magno; Lucius in nuptu pronuba causa fuit. Lucius hos iungit, quos Celestinus inungit: Lucidus hic unit, celicus î11e sacrat. Tertius in sexto digne requiescit uterque: Sic notat Henricus sextus utrumque patrem. Nominibus tantis utinam respondeat actus! Adsint et mentis nomina digna suis! Luceat in sanctis unus, celestiat alter, A quibus Henricus munera bina capit. Tercius autistes sacrat hanc, et tercius alter Copulat, et patri tercia nupta tulit. Non licuit quartam patri traducere nuptam, Nam paritas numeri displicet ipsa Deo.	Als Roger, der berühmte Sproß des Guiscard, es schon verschmähte, den Herzogstitel zu führen, sann er auf Höheres. Auf das Angebot des Calixt wurde er zum König gesalbt, als König schuf er ein neues Königreich. Die wilden Barbaren fürchteten ihn, auch der Nil und der ganze Kreis des Ozean. Wie der König viele Reiche unterwarf, so beschloß er auch, seinen Namen fortzupflanzen. Die vornehme Elvira gebar ihm zwar mehrere Söhne, starb aber schließlich, ihrer Kinder beraubt. Auf sie folgte Sibylle in das verwitwete Ehegemach. Die Unglückliche starb kinderlos an einer Fehlgeburt. So hatte das Schicksal beschlossen, daß eine dritte Gemahlin ihn heiratete, durch die die Ehre des Römischen Reiches wachsen sollte. 15 Von bedeutenden Eltern abstammend, ging Beatrix hervor, sie empfängt von der Sonne, sie, ein Licht, das den Tag gebiert. Tugend gebar Tugend, eine Erziehbare die Sittsame, die Keusche eine Züchtige, die Schöne eine Anmutige, die selige eine Fromme. Ans Licht geboren wird eine Selige aus seligem Leibe, vom Namen Konstantins hat sie ihren Namen. Als Gemahlin wird Konstanze dem großen Kaiser übergeben, Lucius war bei der Hochzeit Ehestifter. Lucius verbindet die, die Coelestin salbt. Dieser Leuchtende vereint, jener Himmlische salbt. 25 Beide ruhen als "Dritte" passend im "Sechsten": So bezeichnet Heinrich VI. beide Päpste. Möge so bedeutenden Namen das Handeln entsprechen! Mögen den Verdiensten angemessene Namen zukommen! Leuchten möge unter den Heiligen der eine, der andere erscheine am Himmel, von denen Heinrich zwei Gaben erhielt. Ein Papst, der "Dritter" seines Namens ist, weiht sie, ein anderer "Dritter" verbindet sie, und die dritte Braut gebar sie ihrem Vater. Der Vater durfte keine vierte Braut heimführen, denn die geraden Zahlen mißfallen Gott.	Text	
https://augusti.freizo.org/iiif/anno/15f24459-9283-58b1-a002-777c2c8c81cc/a23	2021-10-25T13:27:02.097Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0096r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0096r.jp2/4040,5547,304,409/pct:50/0/default.jpg	0096r	Sorin Marti	Kopf\nLIII			Prototyp	
https://augusti.freizo.org/iiif/anno/15f24459-9283-58b1-a002-777c2c8c81cc/a22	2021-10-25T13:26:33.087Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0096r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0096r.jp2/2347,5522,308,379/pct:50/0/default.jpg	0096r	Sorin Marti	Kopf\nKonstanze			Prototyp	
https://augusti.freizo.org/iiif/anno/15f24459-9283-58b1-a002-777c2c8c81cc/a21	2021-10-25T13:26:09.888Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0096r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0096r.jp2/452,5530,333,346/pct:50/0/default.jpg	0096r	Sorin Marti	Kopf\nKonstanze			Prototyp	
https://augusti.freizo.org/iiif/anno/15f24459-9283-58b1-a002-777c2c8c81cc/a13	2021-10-25T13:21:35.181Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0096r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0096r.jp2/967,586,324,350/pct:50/0/default.jpg	0096r	Sorin Marti	Kopf\nRogerII			Prototyp	
https://augusti.freizo.org/iiif/anno/15f24459-9283-58b1-a002-777c2c8c81cc/a14	2021-10-25T13:21:46.588Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0096r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0096r.jp2/2275,698,342,347/pct:50/0/default.jpg	0096r	Sorin Marti	Kopf\nRogerII			Prototyp	
https://augusti.freizo.org/iiif/anno/15f24459-9283-58b1-a002-777c2c8c81cc/a15	2021-10-25T13:21:56.811Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0096r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0096r.jp2/3337,597,235,352/pct:50/0/default.jpg	0096r	Sorin Marti	Kopf\nRogerII			Prototyp	
https://augusti.freizo.org/iiif/anno/15f24459-9283-58b1-a002-777c2c8c81cc/a16	2021-10-25T13:23:49.753Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0096r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0096r.jp2/1803,2317,276,424/pct:50/0/default.jpg	0096r	Sorin Marti	Kopf\nRogerII			Prototyp	
https://augusti.freizo.org/iiif/anno/15f24459-9283-58b1-a002-777c2c8c81cc/a17	2021-10-25T13:24:41.376Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0096r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0096r.jp2/610,4011,274,366/pct:50/0/default.jpg	0096r	Sorin Marti	Kopf\nRogerII			Prototyp	
https://augusti.freizo.org/iiif/anno/15f24459-9283-58b1-a002-777c2c8c81cc/a18	2021-10-25T13:25:28.990Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0096r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0096r.jp2/3148,4635,420,349/pct:50/0/default.jpg	0096r	Sorin Marti	Kopf\nRogerII			Prototyp	
https://augusti.freizo.org/iiif/anno/15f24459-9283-58b1-a002-777c2c8c81cc/a24	2021-10-25T13:22:21.250Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0096r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0096r.jp2/2803,428,262,484/pct:50/0/default.jpg	0096r	Sorin Marti	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/15f24459-9283-58b1-a002-777c2c8c81cc/a25	2021-10-25T13:22:40.511Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0096r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0096r.jp2/4070,482,266,359/pct:50/0/default.jpg	0096r	Sorin Marti	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/15f24459-9283-58b1-a002-777c2c8c81cc/a26	2021-10-25T13:22:57.907Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0096r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0096r.jp2/294,2570,304,258/pct:50/0/default.jpg	0096r	Sorin Marti	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/15f24459-9283-58b1-a002-777c2c8c81cc/a27	2021-10-25T13:23:11.098Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0096r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0096r.jp2/273,2775,333,220/pct:50/0/default.jpg	0096r	Sorin Marti	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/15f24459-9283-58b1-a002-777c2c8c81cc/a28	2021-10-25T13:23:25.103Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0096r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0096r.jp2/290,2981,224,203/pct:50/0/default.jpg	0096r	Sorin Marti	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/15f24459-9283-58b1-a002-777c2c8c81cc/a29	2021-10-25T13:24:11.977Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0096r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0096r.jp2/2757,2354,295,295/pct:50/0/default.jpg	0096r	Sorin Marti	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/15f24459-9283-58b1-a002-777c2c8c81cc/a30	2021-10-25T13:24:28.201Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0096r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0096r.jp2/3453,3037,291,258/pct:50/0/default.jpg	0096r	Sorin Marti	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/15f24459-9283-58b1-a002-777c2c8c81cc/a31	2021-10-25T13:24:57.916Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0096r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0096r.jp2/1525,3978,304,321/pct:50/0/default.jpg	0096r	Sorin Marti	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/15f24459-9283-58b1-a002-777c2c8c81cc/a32	2021-10-25T13:25:10.933Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0096r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0096r.jp2/2481,3857,421,379/pct:50/0/default.jpg	0096r	Sorin Marti	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/15f24459-9283-58b1-a002-777c2c8c81cc/a33	2021-10-27T20:01:27.216Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0096r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0096r.jp2/2736,4184,304,296/pct:50/0/default.jpg	0096r	Darius Schlaeppi	Kopf\nKonstanze			Prototyp	
https://augusti.freizo.org/iiif/anno/15f24459-9283-58b1-a002-777c2c8c81cc/a34	2021-10-25T13:27:33.999Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0096r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0096r.jp2/2080,5646,269,284/pct:50/0/default.jpg	0096r	Sorin Marti	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/15f24459-9283-58b1-a002-777c2c8c81cc/a35	2021-10-25T13:28:00.608Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0096r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0096r.jp2/2759,5542,259,300/pct:50/0/default.jpg	0096r	Sorin Marti	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/15f24459-9283-58b1-a002-777c2c8c81cc/a36	2021-10-26T13:26:59.821Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0096r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0096r.jp2/2624,5570,215,259/pct:50/0/default.jpg	0096r	Jakob Weber	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/15f24459-9283-58b1-a002-777c2c8c81cc/a37	2021-10-26T13:27:10.459Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0096r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0096r.jp2/2925,5590,211,252/pct:50/0/default.jpg	0096r	Jakob Weber	Kopf			Prototyp	
https://augusti.freizo.org/iiif/anno/15f24459-9283-58b1-a002-777c2c8c81cc/a12	2021-09-20T12:25:58.355Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0096r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0096r.jp2/251,5327,913,236/pct:50/0/default.jpg	0096r	Jakob Weber		regina Constantia		Bildannotation	
https://augusti.freizo.org/iiif/anno/15f24459-9283-58b1-a002-777c2c8c81cc/a20	2021-10-25T13:26:47.432Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0096r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0096r.jp2/3077,5541,327,379/pct:50/0/default.jpg	0096r	Sorin Marti	Kopf\nHeinrichVI			Prototyp	
https://augusti.freizo.org/iiif/anno/15f24459-9283-58b1-a002-777c2c8c81cc/a19	2021-10-25T13:26:20.494Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0096r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0096r.jp2/1250,5440,329,325/pct:50/0/default.jpg	0096r	Sorin Marti	Kopf\nHeinrichVI			Prototyp	
https://augusti.freizo.org/iiif/anno/15f24459-9283-58b1-a002-777c2c8c81cc/a0	2021-08-08T17:10:11.423Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0096r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0096r.jp2/482,546,739,234/pct:50/0/default.jpg	0096r	Jakob Weber	Herzog von Apulien	dux Rogerius		Bildannotation	
https://augusti.freizo.org/iiif/anno/15f24459-9283-58b1-a002-777c2c8c81cc/a1	2021-08-08T17:11:35.552Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0096r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0096r.jp2/2094,392,1565,248/pct:50/0/default.jpg	0096r	Jakob Weber	Der Herzog wird von Papst Calixt II. zum König gesalbt	idem dux ungitur in regem a papa Calixto		Bildannotation	
https://augusti.freizo.org/iiif/anno/15f24459-9283-58b1-a002-777c2c8c81cc/a2	2021-08-08T17:11:30.928Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0096r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0096r.jp2/3667,334,606,304/pct:50/0/default.jpg	0096r	Jakob Weber	König Roger nimmt Elvira, Tochter König Alfons' VI. von Kastilien und Leon zur Frau	idem rex accepit Albidiam		Bildannotation	
https://augusti.freizo.org/iiif/anno/15f24459-9283-58b1-a002-777c2c8c81cc/a3	2021-09-28T11:48:00.313Z	https://augusti.freizo.org/m/book.cgi?catno=10038&canvas=https://www.e-codices.unifr.ch/metadata/iiif/bbb-0120-2/canvas/bbb-0120-2_0096r.json	https://iiif.augusti.freizo.org/image/bbb-0120-2_0096r.jp2/265,1924,1007,376/pct:50/0/default.jpg	0096r	Lucas Burkart	Tod, bzw. Bestattung Elviras (6. Februar 1135) und zweier Kinder	hic sepelitur Albidia cum filiis	Hier wird Elvira mit zwei Kindern bestattet	Bildannotation	
